Configuration,Iteration,Cout_Moyen,Cout_Median,Ecart_Type,IC_85_Bas,IC_85_Haut
"Temp=500.0, RF=0.05, Tabu=10",18,18032.299595899247,18024.22901446223,14.516688833848919,18011.395563978505,18053.20362781999
"Temp=500.0, RF=0.05, Tabu=10",19,18024.56837691243,18015.57615500267,16.174458854997543,18001.27715616123,18047.859597663628
"Temp=500.0, RF=0.05, Tabu=10",20,18016.4192541966,18006.45557341016,17.921838066480532,17990.61180738087,18042.226701012332
"Temp=500.0, RF=0.05, Tabu=10",21,18007.85222775175,17996.867269684702,19.75882646829413,17979.39951763741,18036.304937866094
"Temp=500.0, RF=0.05, Tabu=10",22,17998.867297577886,17986.811243826294,21.68542406044004,17967.64028693085,18030.09430822492
"Temp=500.0, RF=0.05, Tabu=10",23,17989.464463675005,17976.28749583494,23.701630842918256,17955.334115261205,18023.594812088806
"Temp=500.0, RF=0.05, Tabu=10",24,17979.64372604311,17965.29602571063,25.807446815731517,17942.481002628454,18016.806449457763
"Temp=500.0, RF=0.05, Tabu=10",25,17969.40508468219,17953.836833453377,28.002871978873685,17929.08094903261,18009.729220331767
"Temp=500.0, RF=0.05, Tabu=10",26,17958.748539592256,17941.90991906317,30.28790633234986,17915.133954473673,18002.36312471084
"Temp=500.0, RF=0.05, Tabu=10",27,17947.674090773304,17929.51528254002,32.662549876159375,17900.640018951635,17994.708162594972
"Temp=500.0, RF=0.05, Tabu=10",28,17936.18173822534,17916.652923883914,35.126802610301205,17885.599142466504,17986.764333984174
"Temp=500.0, RF=0.05, Tabu=10",29,17924.271481948355,17903.322843094862,37.68066453477364,17870.01132501828,17978.53163887843
"Temp=500.0, RF=0.05, Tabu=10",30,17911.94332194235,17889.525040172863,40.324135649578736,17853.87656660696,17970.010077277744
"Temp=500.0, RF=0.05, Tabu=10",31,17899.197258207332,17875.259515117912,43.05721595471682,17837.19486723254,17961.199649182123
"Temp=500.0, RF=0.05, Tabu=10",32,17886.0332907433,17860.52626793001,45.879905450187884,17819.96622689503,17952.10035459157
"Temp=500.0, RF=0.05, Tabu=10",33,17872.451419550245,17845.325298609165,48.79220413599094,17802.19064559442,17942.71219350607
"Temp=500.0, RF=0.05, Tabu=10",34,17858.451644628178,17829.656607155364,51.79411201212596,17783.868123330718,17933.035165925638
"Temp=500.0, RF=0.05, Tabu=10",35,17844.033965977087,17813.520193568616,54.88562907859363,17764.998660103913,17923.06927185026
"Temp=500.0, RF=0.05, Tabu=10",36,17829.198383596988,17796.91605784892,58.066755335392585,17745.58225591402,17912.814511279954
"Temp=500.0, RF=0.05, Tabu=10",37,17813.94489748787,17779.844199996274,61.33749078252659,17725.61891076103,17902.270884214708
"Temp=500.0, RF=0.05, Tabu=10",38,17798.27350764973,17762.30462001068,64.69783541999223,17705.10862464494,17891.43839065452
"Temp=500.0, RF=0.05, Tabu=10",39,17782.184214082576,17744.29731789214,68.14778924778848,17684.05139756576,17880.31703059939
"Temp=500.0, RF=0.05, Tabu=10",40,17765.677016786405,17725.822293640646,71.68735226591703,17662.447229523485,17868.906804049326
"Temp=500.0, RF=0.05, Tabu=10",41,17748.751915761215,17706.8795472562,75.31652447437959,17640.29612051811,17857.20771100432
"Temp=500.0, RF=0.05, Tabu=10",42,17731.40891100701,17687.46907873881,79.0353058731755,17617.598070549637,17845.21975146438
"Temp=500.0, RF=0.05, Tabu=10",43,17713.648002523787,17667.590888088467,82.84369646230098,17594.353079618075,17832.9429254295
"Temp=500.0, RF=0.05, Tabu=10",44,17695.46919031155,17647.24497530518,86.74169624176187,17570.561147723412,17820.377232899686
"Temp=500.0, RF=0.05, Tabu=10",45,17676.87247437029,17626.43134038894,90.729305211553,17546.222274865657,17807.522673874926
"Temp=500.0, RF=0.05, Tabu=10",46,17657.85785470002,17605.14998333975,94.80652337167643,17521.336461044808,17794.379248355235
"Temp=500.0, RF=0.05, Tabu=10",47,17638.42533130073,17583.400904157614,98.97335072213255,17495.90370626086,17780.9469563406
"Temp=500.0, RF=0.05, Tabu=10",48,17618.574904172423,17561.184102842526,103.22978726292267,17469.924010513816,17767.22579783103
"Temp=500.0, RF=0.05, Tabu=10",49,17598.306573315098,17538.49957939449,107.5758329940434,17443.397373803677,17753.21577282652
"Temp=500.0, RF=0.05, Tabu=10",50,17577.620338728757,17515.347333813505,112.01148791549814,17416.32379613044,17738.916881327073
"Temp=500.0, RF=0.05, Tabu=10",51,17556.5162004134,17491.72736609957,116.53675202728348,17388.70327749411,17724.32912333269
"Temp=500.0, RF=0.05, Tabu=10",52,17534.994158369023,17467.63967625269,121.15162532940151,17360.535817894684,17709.452498843362
"Temp=500.0, RF=0.05, Tabu=10",53,17513.05421259563,17443.084264272857,125.8561078218525,17331.821417332165,17694.287007859097
"Temp=500.0, RF=0.05, Tabu=10",54,17490.696363093222,17418.061130160073,130.65019950463684,17302.560075806545,17678.8326503799
"Temp=500.0, RF=0.05, Tabu=10",55,17467.920609861798,17392.57027391434,135.5339003777518,17272.751793317835,17663.08942640576
"Temp=500.0, RF=0.05, Tabu=10",56,17444.726952901354,17366.611695535663,140.50721044119905,17242.39656986603,17647.05733593668
"Temp=500.0, RF=0.05, Tabu=10",57,17421.115392211894,17340.185395024033,145.5701296949796,17211.49440545112,17630.736378972666
"Temp=500.0, RF=0.05, Tabu=10",58,17397.085927793418,17313.29137237945,150.7226581390932,17180.045300073125,17614.12655551371
"Temp=500.0, RF=0.05, Tabu=10",59,17372.638559645926,17285.929627601927,155.96479577353773,17148.04925373203,17597.22786555982
"Temp=500.0, RF=0.05, Tabu=10",60,17347.77328776941,17258.100160691447,161.29654259831696,17115.506266427834,17580.040309110987
"Temp=500.0, RF=0.05, Tabu=10",61,17322.490112163883,17229.802971648023,166.71789861342717,17082.416338160547,17562.56388616722
"Temp=500.0, RF=0.05, Tabu=10",62,17296.78903282934,17201.038060471645,172.2288638188693,17048.779468930166,17544.798596728513
"Temp=500.0, RF=0.05, Tabu=10",63,17270.670049765777,17171.805427162322,177.82943821464238,17014.595658736693,17526.74444079486
"Temp=500.0, RF=0.05, Tabu=10",64,17244.133162973198,17142.10507172005,183.51962180074952,16979.86490758012,17508.401418366277
"Temp=500.0, RF=0.05, Tabu=10",65,17217.1783724516,17111.936994144824,189.29941457719065,16944.587215460444,17489.769529442754
"Temp=500.0, RF=0.05, Tabu=10",66,17189.805678200988,17081.30119443665,195.1688165439634,16908.76258237768,17470.848774024296
"Temp=500.0, RF=0.05, Tabu=10",67,17162.015080221357,17050.197672595532,201.1278277010668,16872.391008331822,17451.639152110893
"Temp=500.0, RF=0.05, Tabu=10",68,17133.80657851271,17018.62642862146,207.17644804850417,16835.472493322864,17432.140663702558
"Temp=500.0, RF=0.05, Tabu=10",69,17105.180173075045,16986.58746251444,213.31467758627215,16798.007037350813,17412.353308799276
"Temp=500.0, RF=0.05, Tabu=10",70,17076.135863908366,16954.080774274473,219.54251631437452,16759.994640415665,17392.277087401068
"Temp=500.0, RF=0.05, Tabu=10",71,17046.673651012665,16921.106363901552,225.85996423280986,16721.435302517417,17371.911999507913
"Temp=500.0, RF=0.05, Tabu=10",72,17016.79353438795,16887.664231395687,232.26702134157517,16682.329023656082,17351.25804511982
"Temp=500.0, RF=0.05, Tabu=10",73,16986.49551403422,16853.754376756868,238.76368764067345,16642.67580383165,17330.31522423679
"Temp=500.0, RF=0.05, Tabu=10",74,16955.77958995147,16819.376799985104,245.34996313010433,16602.47564304412,17309.083536858823
"Temp=500.0, RF=0.05, Tabu=10",75,16924.645762139702,16784.53150108039,252.0258478098693,16561.72854129349,17287.562982985914
"Temp=500.0, RF=0.05, Tabu=10",76,16893.09403059892,16749.218480042724,258.7913416799655,16520.43449857977,17265.753562618072
"Temp=500.0, RF=0.05, Tabu=10",77,16861.124395329123,16713.43773687211,265.64644474039335,16478.593514902957,17243.65527575529
"Temp=500.0, RF=0.05, Tabu=10",78,16828.736856330306,16677.189271568546,272.5911569911535,16436.205590263045,17221.268122397567
"Temp=500.0, RF=0.05, Tabu=10",79,16795.93141360247,16640.473084132034,279.62547843224706,16393.270724660033,17198.592102544906
"Temp=500.0, RF=0.05, Tabu=10",80,16762.708067145617,16603.289174562575,286.7494090636739,16349.788918093927,17175.627216197307
"Temp=500.0, RF=0.05, Tabu=10",81,16729.06681695975,16565.637542860164,293.9629488854303,16305.760170564728,17152.37346335477
"Temp=500.0, RF=0.05, Tabu=10",82,16695.007663044864,16527.518189024806,301.26609789752007,16261.184482072435,17128.83084401729
"Temp=500.0, RF=0.05, Tabu=10",83,16660.530605400963,16488.931113056497,308.6588560999438,16216.061852617044,17104.999358184883
"Temp=500.0, RF=0.05, Tabu=10",84,16625.635644028047,16449.87631495524,316.1412234926998,16170.39228219856,17080.879005857536
"Temp=500.0, RF=0.05, Tabu=10",85,16590.32277892611,16410.35379472103,323.713200075787,16124.175770816977,17056.469787035243
"Temp=500.0, RF=0.05, Tabu=10",86,16554.592010095155,16370.363552353876,331.37478584920757,16077.412318472296,17031.771701718015
"Temp=500.0, RF=0.05, Tabu=10",87,16518.443337535184,16329.905587853771,339.12598081295954,16030.101925164521,17006.784749905844
"Temp=500.0, RF=0.05, Tabu=10",88,16481.8767612462,16288.979901220715,346.96678496704504,15982.244590893655,16981.508931598746
"Temp=500.0, RF=0.05, Tabu=10",89,16444.892281228193,16247.586492454711,354.897198311461,15933.840315659689,16955.944246796695
"Temp=500.0, RF=0.05, Tabu=10",90,16407.489897481173,16205.725361555758,362.9172208462118,15884.889099462627,16930.09069549972
"Temp=500.0, RF=0.05, Tabu=10",91,16369.669610005134,16163.396508523856,371.0268525712929,15835.390942302472,16903.948277707797
"Temp=500.0, RF=0.05, Tabu=10",92,16331.43141880008,16120.599933359004,379.22609348670716,15785.345844179223,16877.51699342094
"Temp=500.0, RF=0.05, Tabu=10",93,16292.775323866008,16077.335636061205,387.51494359245476,15734.753805092872,16850.79684263914
"Temp=500.0, RF=0.05, Tabu=10",94,16253.701325202921,16033.603616630455,395.8934028885341,15683.614825043433,16823.78782536241
"Temp=500.0, RF=0.05, Tabu=10",95,16214.209422810813,15989.403875066757,404.36147137494515,15631.928904030892,16796.489941590735
"Temp=500.0, RF=0.05, Tabu=10",96,16174.299616689692,15944.736411370108,412.91914905168966,15579.696042055259,16768.903191324123
"Temp=500.0, RF=0.05, Tabu=10",97,16133.971906839552,15899.601225540511,421.5664359187658,15526.916239116528,16741.027574562573
"Temp=500.0, RF=0.05, Tabu=10",98,16093.226293260394,15853.998317577963,430.30333197617426,15473.589495214703,16712.863091306084
"Temp=500.0, RF=0.05, Tabu=10",99,16052.062775952223,15807.927687482468,439.12983722391556,15419.715810349784,16684.40974155466
"Temp=500.0, RF=0.05, Tabu=20",0,18100.0,18100.0,0.0,18100.0,18100.0
"Temp=500.0, RF=0.05, Tabu=20",1,18099.796595188272,18099.817684969115,0.035949727009450844,18099.74482758138,18099.848362795165
"Temp=500.0, RF=0.05, Tabu=20",2,18099.186380753086,18099.270739876458,0.1437989080353849,18098.979310325514,18099.39345118066
"Temp=500.0, RF=0.05, Tabu=20",3,18098.16935669444,18098.35916472203,0.3235475430785135,18097.70344823241,18098.635265156474
"Temp=500.0, RF=0.05, Tabu=20",4,18096.745523012345,18097.082959505835,0.5751956321388367,18095.917241302064,18097.573804722626
"Temp=500.0, RF=0.05, Tabu=20",5,18094.914879706786,18095.442124227866,0.8987431752163546,18093.620689534477,18096.209069879096
"Temp=500.0, RF=0.05, Tabu=20",6,18092.67742677777,18093.436658888124,1.2941901723113514,18090.81379292964,18094.5410606259
"Temp=500.0, RF=0.05, Tabu=20",7,18090.0331642253,18091.066563486613,1.761536623422547,18087.496551487573,18092.569776963028
"Temp=500.0, RF=0.05, Tabu=20",8,18086.98209204937,18088.331838023332,2.3007825285519328,18083.668965208253,18090.295218890486
"Temp=500.0, RF=0.05, Tabu=20",9,18083.524210249983,18085.23248249828,2.9119278876985133,18079.331034091698,18087.71738640827
"Temp=500.0, RF=0.05, Tabu=20",10,18079.659518827142,18081.768496911456,3.594972700863284,18074.4827581379,18084.836279516385
"Temp=500.0, RF=0.05, Tabu=20",11,18075.388017780842,18077.939881262864,4.349916968044254,18069.12413734686,18081.651898214826
"Temp=500.0, RF=0.05, Tabu=20",12,18070.709707111087,18073.7466355525,5.176760689242703,18063.255171718578,18078.164242503597
"Temp=500.0, RF=0.05, Tabu=20",13,18065.624586817867,18069.18875978036,6.075503864458345,18056.875861253047,18074.373312382686
