Configuration,Iteration,Cout_Moyen,Cout_Median,Ecart_Type,IC_85_Bas,IC_85_Haut
"Temp=500.0, RF=0.05, Tabu=5",41,4006.392944535934,4009.2588011148587,15.29758639485226,3984.364420127347,4028.421468944521
"Temp=500.0, RF=0.05, Tabu=5",42,4001.7710613690583,4004.7784206821,16.05291041077886,3978.6548703775366,4024.88725236058
"Temp=500.0, RF=0.05, Tabu=5",43,3997.0378075234635,4000.190079275059,16.82643500540254,3972.8077411156837,4021.2678739312432
"Temp=500.0, RF=0.05, Tabu=5",44,3992.193182999148,3995.493776893734,17.61816017872344,3966.8230323417865,4017.5633336565097
"Temp=500.0, RF=0.05, Tabu=5",45,3987.2371877961136,3990.6895135381255,18.428085930741023,3960.7007440558464,4013.773631536381
"Temp=500.0, RF=0.05, Tabu=5",46,3982.169821914358,3985.777289208234,19.256212261455858,3954.440876257862,4009.8987675708545
"Temp=500.0, RF=0.05, Tabu=5",47,3976.9910853538836,3980.7571039040586,20.10253917086774,3948.043428947834,4005.9387417599332
"Temp=500.0, RF=0.05, Tabu=5",48,3971.7009781146885,3975.6289576256004,20.9670666589767,3941.508402125762,4001.893554103615
"Temp=500.0, RF=0.05, Tabu=5",49,3966.299500196774,3970.392850372859,21.849794725782548,3934.835795791647,3997.7632046019007
"Temp=500.0, RF=0.05, Tabu=5",50,3960.7866516001395,3965.0487821458337,22.75072337128541,3928.0256099454887,3993.5476932547904
"Temp=500.0, RF=0.05, Tabu=5",51,3955.162432324785,3959.5967529445256,23.669852595485384,3921.077844587286,3989.2470200622843
"Temp=500.0, RF=0.05, Tabu=5",52,3949.426842370711,3954.036762768934,24.60718239838221,3913.9924997170406,3984.861185024381
"Temp=500.0, RF=0.05, Tabu=5",53,3943.579881737917,3948.3688116190588,25.562712779976255,3906.769575334751,3980.3901881410825
"Temp=500.0, RF=0.05, Tabu=5",54,3937.6215504264032,3942.592899494901,26.53644374026724,3899.4090714404183,3975.834029412388
"Temp=500.0, RF=0.05, Tabu=5",55,3931.5518484361687,3936.7090263964587,27.528375279255215,3891.910988034041,3971.1927088382963
"Temp=500.0, RF=0.05, Tabu=5",56,3925.370775767215,3930.717192323734,28.538507396940275,3884.275325115621,3966.466226418809
"Temp=500.0, RF=0.05, Tabu=5",57,3919.0783324195413,3924.6173972767256,29.56684009332241,3876.502082685157,3961.6545821539257
"Temp=500.0, RF=0.05, Tabu=5",58,3912.6745183931475,3918.409641255434,30.613373368401597,3868.5912607426494,3956.7577760436457
"Temp=500.0, RF=0.05, Tabu=5",59,3906.1593336880346,3912.0939242598593,31.678107222177665,3860.542859288099,3951.7758080879703
"Temp=500.0, RF=0.05, Tabu=5",60,3899.532778304201,3905.6702462900007,32.76104165465095,3852.3568783215037,3946.7086782868987
"Temp=500.0, RF=0.05, Tabu=5",61,3892.794852241648,3899.1386073458593,33.86217666582115,3844.033317842866,3941.5563866404304
"Temp=500.0, RF=0.05, Tabu=5",62,3885.9455555003747,3892.499007427434,34.9815122556884,3835.5721778521834,3936.318933148566
"Temp=500.0, RF=0.05, Tabu=5",63,3878.9848880803816,3885.751446534726,36.1190484242525,3826.973458349458,3930.9963178113053
"Temp=500.0, RF=0.05, Tabu=5",64,3871.912849981669,3878.895924667734,37.27478517151385,3818.237159334689,3925.588540628649
"Temp=500.0, RF=0.05, Tabu=5",65,3864.7294412042356,3871.932441826459,38.44872249747228,3809.3632808078755,3920.0956016005957
"Temp=500.0, RF=0.05, Tabu=5",66,3857.4346617480837,3864.860998010901,39.640860402127565,3800.35182276902,3914.5175007271473
"Temp=500.0, RF=0.05, Tabu=5",67,3850.028511613211,3857.6815932210593,40.85119888547992,3791.20278521812,3908.8542380083018
"Temp=500.0, RF=0.05, Tabu=5",68,3842.510990799618,3850.3942274569345,42.07973794752952,3781.9161681551755,3903.1058134440605
"Temp=500.0, RF=0.05, Tabu=5",69,3834.882099307306,3842.998900718526,43.32647758827599,3772.4919715801884,3897.2722270344234
"Temp=500.0, RF=0.05, Tabu=5",70,3827.141837136274,3835.4956130058345,44.59141780771916,3762.9301954931584,3891.353478779389
"Temp=500.0, RF=0.05, Tabu=5",71,3819.290204286522,3827.8843643188593,45.874558605859924,3753.230839894084,3885.34956867896
"Temp=500.0, RF=0.05, Tabu=5",72,3811.3272007580495,3820.1651546576013,47.175899982697224,3743.3939047829654,3879.2604967331336
"Temp=500.0, RF=0.05, Tabu=5",73,3803.2528265508577,3812.3379840220596,48.49544193823195,3733.4193901598037,3873.0862629419116
"Temp=500.0, RF=0.05, Tabu=5",74,3795.067081664946,3804.4028524122346,49.83318447246352,3723.307296024598,3866.8268673052935
"Temp=500.0, RF=0.05, Tabu=5",75,3786.769966100315,3796.3597598281262,51.18912758539198,3713.0576223773505,3860.482309823279
"Temp=500.0, RF=0.05, Tabu=5",76,3778.361479856963,3788.2087062697346,52.563271277017684,3702.670369218057,3854.0525904958686
"Temp=500.0, RF=0.05, Tabu=5",77,3769.8416229348913,3779.9496917370598,53.955615547340464,3692.145536546721,3847.537709323062
"Temp=500.0, RF=0.05, Tabu=5",78,3761.2103953340998,3771.582716230101,55.36616039636011,3681.483124363341,3840.9376663048583
"Temp=500.0, RF=0.05, Tabu=5",79,3752.467797054589,3763.1077797488597,56.79490582407662,3670.6831326679185,3834.2524614412596
"Temp=500.0, RF=0.05, Tabu=5",80,3743.6138280963573,3754.5248822933345,58.24185183049055,3659.745561460451,3827.4820947322637
"Temp=500.0, RF=0.05, Tabu=5",81,3734.6484884594065,3745.8340238635265,59.7069984156014,3648.6704107409405,3820.6265661778725
"Temp=500.0, RF=0.05, Tabu=5",82,3725.5717781437356,3737.0352044594347,61.19034557940907,3637.4576805093866,3813.6858757780847
"Temp=500.0, RF=0.05, Tabu=5",83,3716.383697149345,3728.12842408106,62.69189332191404,3626.107370765789,3806.6600235329015
"Temp=500.0, RF=0.05, Tabu=5",84,3707.0842454762337,3719.1136827284013,64.21164164311584,3614.619481510147,3799.5490094423203
"Temp=500.0, RF=0.05, Tabu=5",85,3697.673423124403,3709.9909804014596,65.74959054301469,3602.994012742462,3792.3528335063443
"Temp=500.0, RF=0.05, Tabu=5",86,3688.1512300938534,3700.7603171002347,67.30574002161065,3591.230964462734,3785.071495724973
"Temp=500.0, RF=0.05, Tabu=5",87,3678.5176663845828,3691.4216928247265,68.88009007890346,3579.330336670962,3777.7049960982035
"Temp=500.0, RF=0.05, Tabu=5",88,3668.772731996593,3681.975107574935,70.4726407148935,3567.292129367146,3770.2533346260398
"Temp=500.0, RF=0.05, Tabu=5",89,3658.916426929883,3672.42056135086,72.08339192958066,3555.116342551287,3762.7165113084793
"Temp=500.0, RF=0.05, Tabu=5",90,3648.9487511844527,3662.7580541525017,73.7123437229646,3542.8029762233837,3755.0945261455217
"Temp=500.0, RF=0.05, Tabu=5",91,3638.8697047603023,3652.98758597986,75.35949609504547,3530.3520303834366,3747.387379137168
"Temp=500.0, RF=0.05, Tabu=5",92,3628.6792876574327,3643.1091568329352,77.0248490458238,3517.7635050314466,3739.595070283419
"Temp=500.0, RF=0.05, Tabu=5",93,3618.3774998758436,3633.122766711727,78.70840257529878,3505.037400167413,3731.717599584274
"Temp=500.0, RF=0.05, Tabu=5",94,3607.964341415534,3623.028415616235,80.41015668347099,3492.173715791336,3723.754967039732
"Temp=500.0, RF=0.05, Tabu=5",95,3597.4398122765037,3612.82610354646,82.1301113703403,3479.1724519032136,3715.707172649794
"Temp=500.0, RF=0.05, Tabu=5",96,3586.8039124587544,3602.515830502402,83.86826663590627,3466.0336085030494,3707.5742164144594
"Temp=500.0, RF=0.05, Tabu=5",97,3576.056641962286,3592.0975964840604,85.6246224801695,3452.757185590842,3699.35609833373
"Temp=500.0, RF=0.05, Tabu=5",98,3565.1980007870966,3581.571401491435,87.39917890312975,3439.34318316659,3691.0528184076034
"Temp=500.0, RF=0.05, Tabu=5",99,3554.2279889331876,3570.937245524527,89.19193590478713,3425.791601230294,3682.664376636081
"Temp=500.0, RF=0.05, Tabu=10",0,4100.0,4100.0,0.0,4100.0,4100.0
"Temp=500.0, RF=0.05, Tabu=10",1,4099.952668362183,4099.947025946268,0.010149107192325925,4099.938053647827,4099.96728307654
"Temp=500.0, RF=0.05, Tabu=10",2,4099.810673448733,4099.788103785073,0.04059642876956083,4099.752214591304,4099.869132306161
"Temp=500.0, RF=0.05, Tabu=10",3,4099.574015259648,4099.523233516414,0.09134196473076478,4099.442482830435,4099.705547688861
"Temp=500.0, RF=0.05, Tabu=10",4,4099.24269379493,4099.152415140291,0.1623857150775605,4099.008858365219,4099.476529224642
"Temp=500.0, RF=0.05, Tabu=10",5,4098.8167090545785,4098.675648656705,0.253727679808751,4098.451341195654,4099.182076913503
"Temp=500.0, RF=0.05, Tabu=10",6,4098.2960610385935,4098.092934065655,0.36536785892442475,4097.769931321743,4098.822190755444
"Temp=500.0, RF=0.05, Tabu=10",7,4097.6807497469745,4097.4042713671415,0.49730625242475035,4096.9646287434825,4098.396870750466
"Temp=500.0, RF=0.05, Tabu=10",8,4096.970775179722,4096.609660561164,0.6495428603101535,4096.0354334608755,4097.906116898569
"Temp=500.0, RF=0.05, Tabu=10",9,4096.166137336836,4095.709101647723,0.822077682579827,4094.982345473921,4097.349929199751
"Temp=500.0, RF=0.05, Tabu=10",10,4095.266836218316,4094.7025946268186,1.0149107192341524,4093.8053647826187,4096.728307654013
"Temp=500.0, RF=0.05, Tabu=10",11,4094.272871824162,4093.5901394984503,1.2280419702736842,4092.504491386968,4096.041252261356
"Temp=500.0, RF=0.05, Tabu=10",12,4093.1842441543745,4092.3717362626185,1.4614714356974419,4091.07972528697,4095.288763021779
"Temp=500.0, RF=0.05, Tabu=10",13,4092.0009532089534,4091.047384919323,1.71519911550598,4089.5310664826247,4094.470839935282
"Temp=500.0, RF=0.05, Tabu=10",14,4090.7229989878992,4089.6170854685643,1.9892250096992983,4087.8585149739324,4093.587483001866
"Temp=500.0, RF=0.05, Tabu=10",15,4089.3503814912106,4088.0808379103414,2.283549118277269,4086.0620707608914,4092.6386922215297
"Temp=500.0, RF=0.05, Tabu=10",16,4087.8831007188887,4086.4386422446555,2.5981714412398067,4084.1417338435035,4091.624467594274
"Temp=500.0, RF=0.05, Tabu=10",17,4086.3211566709324,4084.6904984715056,2.9330919785871252,4082.097504221767,4090.544809120098
"Temp=500.0, RF=0.05, Tabu=10",18,4084.664549347343,4082.836406590892,3.288310730319308,4079.929381895683,4089.399716799003
"Temp=500.0, RF=0.05, Tabu=10",19,4082.91327874812,4080.876366602815,3.663827696436059,4077.637366865252,4088.189190630988
"Temp=500.0, RF=0.05, Tabu=10",20,4081.067344873263,4078.810378507274,4.059642876937248,4075.2214591304737,4086.9132306160527
"Temp=500.0, RF=0.05, Tabu=10",21,4079.1267477227725,4076.6384423042696,4.475756271823432,4072.681658691347,4085.571836754198
"Temp=500.0, RF=0.05, Tabu=10",22,4077.091487296648,4074.3605579938016,4.912167881094183,4070.017965547873,4084.1650090454236
"Temp=500.0, RF=0.05, Tabu=10",23,4074.9615635948903,4071.9767255758698,5.368877704749584,4067.230379700051,4082.6927474897298
"Temp=500.0, RF=0.05, Tabu=10",24,4072.7369766174993,4069.486945050475,5.845885742789683,4064.318901147882,4081.1550520871165
"Temp=500.0, RF=0.05, Tabu=10",25,4070.417726364474,4066.891216417616,6.343191995214647,4061.283529891365,4079.5519228375833
"Temp=500.0, RF=0.05, Tabu=10",26,4068.003812835815,4064.189539677293,6.860796462024261,4058.1242659305003,4077.88335974113
"Temp=500.0, RF=0.05, Tabu=10",27,4065.495236031522,4061.381914829507,7.398699143218231,4054.8411092652877,4076.149362797756
"Temp=500.0, RF=0.05, Tabu=10",28,4062.8919959515965,4058.468341874257,7.9569000387972775,4051.4340598957283,4074.3499320074648
"Temp=500.0, RF=0.05, Tabu=10",29,4060.1940925960357,4055.4488208115436,8.535399148760808,4047.90311782182,4072.4850673702513
"Temp=500.0, RF=0.05, Tabu=10",30,4057.401525964842,4052.3233516413666,9.134196473108991,4044.248283043565,4070.5547688861193
"Temp=500.0, RF=0.05, Tabu=10",31,4054.5142960580147,4049.0919343637256,9.753292011842039,4040.4695555609624,4068.559036555067
"Temp=500.0, RF=0.05, Tabu=10",32,4051.5324028755535,4045.7545689786216,10.39268576495957,4036.566935374012,4066.4978703770953
"Temp=500.0, RF=0.05, Tabu=10",33,4048.455846417459,4042.3112554860536,11.052377732461963,4032.5404224827134,4064.371270352204
"Temp=500.0, RF=0.05, Tabu=10",34,4045.284626683731,4038.761993886022,11.73236791434901,4028.390016887068,4062.1792364803937
"Temp=500.0, RF=0.05, Tabu=10",35,4042.0187436743686,4035.1067841785266,12.432656310620626,4024.1157185870748,4059.9217687616624
"Temp=500.0, RF=0.05, Tabu=10",36,4038.658197389373,4031.3456263635676,13.153242921277105,4019.717527582734,4057.598867196012
"Temp=500.0, RF=0.05, Tabu=10",37,4035.2029878287435,4027.4785204411455,13.894127746318196,4015.1954438740454,4055.2105317834416
"Temp=500.0, RF=0.05, Tabu=10",38,4031.65311499248,4023.505466411259,14.655310785743895,4010.5494674610086,4052.7567625239512
"Temp=500.0, RF=0.05, Tabu=10",39,4028.008578880583,4019.4264642739095,15.43679203955429,4005.779598343625,4050.2375594175414
"Temp=500.0, RF=0.05, Tabu=10",40,4024.269379493053,4015.241514029096,16.238571507749548,4000.8858365218935,4047.652922464212
"Temp=500.0, RF=0.05, Tabu=10",41,4020.4355168298885,4010.950615676819,17.060649190329375,3995.868181995814,4045.0028516639627
"Temp=500.0, RF=0.05, Tabu=10",42,4016.5069908910905,4006.5537692170783,17.90302508729377,3990.7266347653876,4042.2873470167933
"Temp=500.0, RF=0.05, Tabu=10",43,4012.4838016766594,4002.050974649874,18.765699198642817,3985.4611948306137,4039.506408522705
"Temp=500.0, RF=0.05, Tabu=10",44,4008.365949186594,3997.442231975206,19.648671524376855,3980.0718621914916,4036.660036181697
"Temp=500.0, RF=0.05, Tabu=10",45,4004.1534334208955,3992.7275411930746,20.551942064495336,3974.558636848022,4033.7482299937687
"Temp=500.0, RF=0.05, Tabu=10",46,3999.8462543795627,3987.9069023034795,21.475510818998725,3968.9215188002045,4030.770989958921
"Temp=500.0, RF=0.05, Tabu=10",47,3995.4444120625963,3982.980315306421,22.41937778788655,3963.1605080480394,4027.728316077153
"Temp=500.0, RF=0.05, Tabu=10",48,3990.9479064699967,3977.9477802018982,23.38354297115924,3957.2756045915276,4024.620208348466
"Temp=500.0, RF=0.05, Tabu=10",49,3986.3567376017622,3972.809296989912,24.3680063688165,3951.2668084306665,4021.446666772858
"Temp=500.0, RF=0.05, Tabu=10",50,3981.6709054578955,3967.5648656704625,25.37276798085854,3945.134119565459,4018.207691350332
"Temp=500.0, RF=0.05, Tabu=10",51,3976.890410038394,3962.2144862435493,26.397827807285147,3938.8775379959034,4014.9032820808843
"Temp=500.0, RF=0.05, Tabu=10",52,3972.015251343259,3956.758158709172,27.443185848096494,3932.497063722,4011.533438964518
"Temp=500.0, RF=0.05, Tabu=10",53,3967.045429372491,3951.1958830673316,28.508842103292743,3925.9926967437495,4008.0981620012326
"Temp=500.0, RF=0.05, Tabu=10",54,3961.980944126089,3945.5276593180274,29.594796572873435,3919.3644370611514,4004.5974511910267
"Temp=500.0, RF=0.05, Tabu=10",55,3956.821795604053,3939.7534874612597,30.70104925683882,3912.612284674205,4001.031306533901
"Temp=500.0, RF=0.05, Tabu=10",56,3951.567983806384,3933.873367497028,31.827600155188943,3905.736239582912,3997.399728029856
"Temp=500.0, RF=0.05, Tabu=10",57,3946.2195087330806,3927.8872994253334,32.97444926792377,3898.7363017872703,3993.702715678891
"Temp=500.0, RF=0.05, Tabu=10",58,3940.7763703841433,3921.795283246174,34.14159659504332,3891.612471287281,3989.9402694810055
"Temp=500.0, RF=0.05, Tabu=10",59,3935.238568759574,3915.597318959552,35.32904213654744,3884.3647480829454,3986.112389436202
"Temp=500.0, RF=0.05, Tabu=10",60,3929.6061038593693,3909.2934065654663,36.536785892436264,3876.993132174261,3982.2190755444776
"Temp=500.0, RF=0.05, Tabu=10",61,3923.878975683531,3902.8835460639166,37.76482786270973,3869.497623561229,3978.2603278058327
"Temp=500.0, RF=0.05, Tabu=10",62,3918.05718423206,3896.3677374549034,39.01316804736807,3861.87822224385,3974.2361462202703
"Temp=500.0, RF=0.05, Tabu=10",63,3912.1407295049544,3889.7459807384266,40.28180644641089,3854.1349282221227,3970.146530787786
"Temp=500.0, RF=0.05, Tabu=10",64,3906.129611502216,3883.018275914486,41.57074305983866,3846.2677414960485,3965.9914815083835
"Temp=500.0, RF=0.05, Tabu=10",65,3900.023830223843,3876.1846229830817,42.87997788765078,3838.276662065626,3961.77099838206
"Temp=500.0, RF=0.05, Tabu=10",66,3893.823385669837,3869.245021944214,44.209510929847895,3830.161689930856,3957.485081408818
"Temp=500.0, RF=0.05, Tabu=10",67,3887.5282778401975,3862.1994727978827,45.55934218642958,3821.922825091739,3953.133730588656
"Temp=500.0, RF=0.05, Tabu=10",68,3881.1385067349233,3855.0479755440874,46.929471657395915,3813.5600675482733,3948.7169459215734
"Temp=500.0, RF=0.05, Tabu=10",69,3874.654072354015,3847.7905301828287,48.31989934274703,3805.0734173004594,3944.234727407571
"Temp=500.0, RF=0.05, Tabu=10",70,3868.0749746974748,3840.427136714107,49.730625242482716,3796.4628743482995,3939.68707504665
"Temp=500.0, RF=0.05, Tabu=10",71,3861.4012137652994,3832.9577951379206,51.16164935660326,3787.728438691791,3935.073988838808
"Temp=500.0, RF=0.05, Tabu=10",72,3854.632789557492,3825.3825054542713,52.612971685108164,3778.870110330936,3930.395468784048
"Temp=500.0, RF=0.05, Tabu=10",73,3847.7697020740493,3817.701267663158,54.08459222799794,3769.887889265732,3925.6515148823664
"Temp=500.0, RF=0.05, Tabu=10",74,3840.8119513149736,3809.914081764581,55.576510985272606,3760.781775496181,3920.842127133766
"Temp=500.0, RF=0.05, Tabu=10",75,3833.7595372802643,3802.020947758541,57.08872795693173,3751.5517690222828,3915.967305538246
"Temp=500.0, RF=0.05, Tabu=10",76,3826.6124599699215,3794.021865645037,58.621243142975494,3742.1978698440366,3911.0270500958063
"Temp=500.0, RF=0.05, Tabu=10",77,3819.370719383945,3785.916835424069,60.17405654340404,3732.720077961443,3906.021360806447
"Temp=500.0, RF=0.05, Tabu=10",78,3812.034315522334,3777.705857095638,61.74716815821737,3723.118393374501,3900.950237670167
"Temp=500.0, RF=0.05, Tabu=10",79,3804.60324838509,3769.388930659743,63.34057798741514,3713.392816083212,3895.813680686968
"Temp=500.0, RF=0.05, Tabu=10",80,3797.077517972212,3760.966056116384,64.9542860309979,3703.5433460875747,3890.611689856849
"Temp=500.0, RF=0.05, Tabu=10",81,3789.4571242837005,3752.437233465562,66.58829228896509,3693.5699833875906,3885.3442651798105
"Temp=500.0, RF=0.05, Tabu=10",82,3781.7420673195556,3743.8024627072764,68.24259676131713,3683.472727983259,3880.011406655852
"Temp=500.0, RF=0.05, Tabu=10",83,3773.932347079776,3735.0617438415265,69.91719944805375,3673.2515798745785,3874.613114284973
"Temp=500.0, RF=0.05, Tabu=10",84,3766.0279635643637,3726.2150768683136,71.61210034917508,3662.9065390615515,3869.149388067176
"Temp=500.0, RF=0.05, Tabu=10",85,3758.0289167733176,3717.2624617876368,73.32729946468115,3652.4376055441767,3863.6202280024586
"Temp=500.0, RF=0.05, Tabu=10",86,3749.9352067066375,3708.2038985994964,75.06279679457204,3641.8447793224536,3858.0256340908213
"Temp=500.0, RF=0.05, Tabu=10",87,3741.7468333643233,3699.0393873038925,76.81859233884722,3631.1280603963833,3852.3656063322633
"Temp=500.0, RF=0.05, Tabu=10",88,3733.4637967463764,3689.768927900825,78.59468609750735,3620.2874487659656,3846.640144726787
"Temp=500.0, RF=0.05, Tabu=10",89,3725.086096852796,3680.3925203902936,80.3910780705522,3609.3229444312005,3840.8492492743912
"Temp=500.0, RF=0.05, Tabu=10",90,3716.6137336835804,3670.9101647722987,82.2077682579816,3598.234547392087,3834.992919975074
"Temp=500.0, RF=0.05, Tabu=10",91,3708.046707238733,3661.3218610468402,84.04475665979592,3587.0222576486267,3829.071156828839
"Temp=500.0, RF=0.05, Tabu=10",92,3699.3850175182506,3651.6276092139183,85.90204327599456,3575.6860752008183,3823.083959835683
"Temp=500.0, RF=0.05, Tabu=10",93,3690.628664522135,3641.8274092735323,87.7796281065783,3564.226000048662,3817.0313289956075
"Temp=500.0, RF=0.05, Tabu=10",94,3681.777648250385,3631.921261225683,89.67751115154637,3552.6420321921582,3810.913264308612
"Temp=500.0, RF=0.05, Tabu=10",95,3672.831968703002,3621.90916507037,91.59569241089933,3540.934171631307,3804.729765774697
"Temp=500.0, RF=0.05, Tabu=10",96,3663.791625879985,3611.791120807593,93.53417188463696,3529.102418366108,3798.480833393862
"Temp=500.0, RF=0.05, Tabu=10",97,3654.656619781335,3601.567128437353,95.49294957275916,3517.1467723965616,3792.1664671661083
"Temp=500.0, RF=0.05, Tabu=10",98,3645.4269504070503,3591.237187959649,97.47202547526612,3505.067233722667,3785.7866670914336
"Temp=500.0, RF=0.05, Tabu=10",99,3636.102617757133,3580.8012993744815,99.47139959215775,3492.863802344426,3779.34143316984
"Temp=500.0, RF=0.05, Tabu=20",0,4100.0,4100.0,0.0,4100.0,4100.0
"Temp=500.0, RF=0.05, Tabu=20",1,4099.953924876901,4099.958702120076,0.008143308327864395,4099.942198512908,4099.965651240893
"Temp=500.0, RF=0.05, Tabu=20",2,4099.815699507605,4099.834808480303,0.03257323331145758,4099.768794051637,4099.862604963573
"Temp=500.0, RF=0.05, Tabu=20",3,4099.585323892111,4099.628319080681,0.0732897749510285,4099.479786616182,4099.69086116804
"Temp=500.0, RF=0.05, Tabu=20",4,4099.2627980304205,4099.3392339212105,0.13029293324675495,4099.075176206546,4099.450419854295
"Temp=500.0, RF=0.05, Tabu=20",5,4098.848121922531,4098.967553001892,0.2035827081982102,4098.554962822726,4099.141281022336
"Temp=500.0, RF=0.05, Tabu=20",6,4098.341295568445,4098.513276322725,0.2931590998053943,4097.919146464726,4098.763444672165
